country_long,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Canada,16.3418845783401,16.7560164628412,17.2342155682583,16.8202561907387,17.0566372965331,16.611928080946697,17.3708402727049,16.5488028165328,15.4866819144667,15.7339140263037,15.950224768522,15.7612634959816,15.858128708318,15.8541384273439,15.651386155996,15.2447471768292,15.3852910477258,15.4970252672198
Central Europe and the Baltics,6.6865105503721605,6.6003332412395,6.91428613927647,6.92427459743055,6.927355354808719,7.099956367668071,7.192342046045179,7.0526354274999,6.521535327010679,6.7861538061237505,6.803902523198731,6.56254306163762,6.326934970979639,6.142062500684201,6.24998268897351,6.37248993580012,6.6259439670661,6.59723248598714
Switzerland,6.24632253984659,5.980985216657309,6.10982339421946,6.12750985334168,6.1650250130595,6.077017782358849,5.7660343496200595,5.8789109108323805,5.63932761445853,5.77770297392596,5.20575431114562,5.3108338384273495,5.37497098034872,4.85183819699684,4.7124044781244505,4.730490994153111,4.5694192033924,4.401991043569019
Channel Islands,,,,,,,,,,,,,,,,,,
Chile,3.08518010181932,3.10435589779484,3.14896563324525,3.41742714255136,3.44318038637897,3.4883350503931405,3.91646780338606,4.08480718064214,3.8712121104448505,4.08614642223947,4.43726621229803,4.51082647202854,4.7201404591785,4.30148844789357,4.5616548528506,4.73170735993575,4.71239578277393,4.6248722447118
China,2.7729291976255097,2.9743283348953504,3.42541136293077,3.95180062882163,4.46347375203265,4.906034995652241,5.30259468770037,5.43161049480808,5.79534426032481,6.33216591101925,6.90279214064116,7.05800347228649,7.32048505208564,7.252919143571289,7.169112177476991,7.11870541429571,7.22576899079988,7.405211347497361
Cote d'Ivoire,0.371446624989089,0.3702513164958739,0.292620070679963,0.301605526348109,0.316543402704283,0.3001879933973569,0.2894959900893259,0.324397640507023,0.295625731243706,0.3029278217483089,0.284849452071393,0.366173070936217,0.383021967260586,0.395625651943387,0.4116050582300599,0.3912230699375039,0.424757467782576,0.39530538358065
Cameroon,0.39739065636004,0.3802512653900129,0.363076457533238,0.378925661158648,0.372742791458923,0.381371992051878,0.4335225474169289,0.4264342708966039,0.44416546967694,0.4419593774930879,0.381223120660896,0.328597266210376,0.333827053126968,0.341682842226338,0.343800786801621,0.3573436353065379,0.3386785106449669,0.34184290843119
"Congo, Dem. Rep.",0.0163126969732348,0.0176452883972003,0.0208067646019686,0.0220468237225858,0.0271967817117304,0.0282795202930833,0.0299382312701678,0.0309545275507296,0.0307452987075509,0.0319063981512999,0.0377498958844389,0.035206804261136,0.0511499604169375,0.0649337929489086,0.0379043575216646,0.0261457386317123,0.028010252981111,0.0261692628875174
"Congo, Rep.",0.929168751340147,0.8458253684777801,0.8629507927259709,0.8147061873231719,1.33047180683316,1.32171188122857,1.3234874125511498,1.34862708018249,1.31229796883292,1.16525626980409,1.10584180273147,1.05316907443289,0.8652845044634621,0.861310987098279,0.7083884101890141,0.672556251801849,0.63005055470864,0.613992585944184
Colombia,1.45469157408658,1.3805381985231495,1.35040432098527,1.33615511929106,1.35786825329582,1.33608324511565,1.35330057182951,1.35577986581937,1.4069256765589602,1.4302551910933,1.53100732200803,1.5255322862988898,1.67306542320275,1.69946558599221,1.7051528338186002,1.7386593989486,1.55510616635784,1.6006506184645
Comoros,0.197879095872422,0.193158671068343,0.2400495187864469,0.251159519782998,0.2288984263233189,0.239453280270486,0.187025422989165,0.1825853167931319,0.1930929177973739,0.231986266413028,0.212290787428989,0.207220959709338,0.2427475789300499,0.210695426592397,0.2315306102761,0.2513835522255609,0.3071668161545169,0.31237910327974
Cabo Verde,0.5737879876337211,0.632118386743574,0.6890037228426961,0.7446032688083499,0.9502541929966272,1.06570951742542,0.968284473558466,0.998240600940842,1.04794448770925,1.09612620878362,1.1426097206018502,1.04900433654434,0.996599835854145,0.9647369355324192,0.952852841407173,1.03550852882479,1.0976764607934202,1.14020052817031
Costa Rica,1.34355492735136,1.34603876884271,1.39287372182823,1.40586525089251,1.4630717880557298,1.5096350848398798,1.72545864279964,1.68491883374041,1.59265996112582,1.55329336424773,1.60368272896294,1.58916280556988,1.64061954686426,1.63281818579928,1.55534308826366,1.64920307568209,1.65254027561867,1.65218405330354
Caribbean small states,5.21718157240242,5.26422089076613,5.20073655299872,5.26505584229321,5.78110379928862,6.319862842771539,6.28823685565328,5.807552958850111,7.02915018036384,5.6903630804424905,5.85842352016065,6.06138584743462,5.811900779342201,5.60539757547387,5.46232676843348,5.03206254724437,4.87631094431737,5.0170344081319405
Cuba,2.43535952140483,2.31792668065756,2.2468237899722903,2.21948275652114,2.29630178200477,2.33544420193121,2.41753774314141,2.3413774614609397,2.4138859546665095,2.69556833777948,2.53989816022913,2.56282428388382,2.42406043506168,2.3773075382494,2.42742086665371,2.5099010966635698,2.2620533712311803,2.2023000938601403
Curacao,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,
Cyprus,7.21669023632838,7.277618100081071,7.820347396538921,7.6305658099187506,7.65819723896203,7.59439430401298,7.7464868178109,7.766501967513831,7.44930511097006,7.02847430876932,6.71208361744857,6.18477136609441,5.577576394437809,5.85786476923918,5.83985867197479,6.11012409106563,6.18809258403726,6.07940050216016
Czech Republic,12.0118180158673,11.6241028169694,12.0433612013657,12.1054013292601,11.7517835290136,11.7786032783779,12.0042785450927,11.3928284018176,10.6444543513097,10.8769849566706,10.5734631798057,10.196193719118,9.76957796031908,9.47712222694416,9.57514081800604,9.734693174509369,9.76172591693868,9.64070499819002
Germany,10.2914483528674,10.1005600841669,10.1358011982818,9.9474939848219,9.72687792088563,9.88340709166992,9.52515567357219,9.615747987729211,8.9699549000494,9.451565374244302,9.29779081983736,9.449949924665368,9.64255894664068,9.10678232951564,9.08729093927033,9.0730063894536,8.85829369906254,8.55838981170216
Djibouti,0.518404024997988,0.535513229184935,0.53973005598712,0.518403989637104,0.548995975731824,0.5411841108345061,0.583520390933831,0.57572568998274,0.5556763547631128,0.618904681537835,0.562277505034141,0.587465558391773,0.633989059160236,0.511846463864196,0.5908109208116429,0.527382450218864,0.4978286198495921,0.51098993349831
Dominica,2.1529761306713,1.71821305841924,1.9970899546375305,2.27314702999133,2.2669311419665603,2.40391413784326,2.5424806135853197,2.54133194030694,7.057362240289071,2.53961087517813,2.39733754512635,3.52340953293683,2.39372562272068,2.53196607165464,2.52897787144362,2.52429635239177,2.37895326056535,2.5130539189679704
Denmark,10.0489234216052,10.0410514941505,11.0081041462375,9.971277761238133,9.27587983390141,10.7057362589181,9.77764464230849,9.12330865198018,8.67086298533703,8.68470675054793,7.73529181563401,6.83349870125968,7.120299943080339,6.33652138088678,5.91186777544685,6.17666519436942,5.78145977956558,5.761494163596059
Dominican Republic,2.2061733545197297,2.39198420533975,2.11517847326825,1.92212464638478,2.05116660375396,2.2042198878559702,2.20369604157083,2.17168835235992,2.04975891577256,2.1289067475926298,2.12672314762363,2.1790537750999,2.11480115992614,2.09735546299122,2.28075678330622,2.35243473147717,2.22484096287008,2.36375764821923
Algeria,2.3773101154147995,2.5242417935458397,2.59854905872488,2.5966475808430203,2.68448722945473,2.7867774588317205,2.9420221444238996,2.9941892170951,3.19155421416758,3.14474752533191,3.22245952272794,3.3875546261239395,3.40612323474996,3.5662088340652596,3.6742329469226,3.53501992705652,3.50574766242013,3.59165741835207
East Asia & Pacific (excluding high income),2.37555836004195,2.52541271533183,2.85847122046329,3.2430688566993,3.60235455620023,3.90969837838131,4.19067973751041,4.28417152615594,4.514617596038679,4.90596444289655,5.3059373448818095,5.4123717741555,5.57625653912915,5.55204239875203,5.509108564706191,5.48174502193161,5.56435074621808,5.72039708283105
Early-demographic dividend,1.56824422996647,1.5928686024676002,1.6295219945140502,1.68952790935676,1.73434264190639,1.7966960699203405,1.88278591162938,1.93050715235063,1.95926571158909,2.01910781958775,2.06593058362201,2.13138279908905,2.125598135122,2.2035736987196803,2.19477663690869,2.1998322271289,2.24769667688375,2.27814572017231
East Asia & Pacific,3.25985221796207,3.40922573364815,3.7175930823515,4.08430407646288,4.41376194758394,4.69011227424929,4.97609168786038,5.03238006920182,5.22176728290531,5.6293350174691605,6.03584204348505,6.15012838697755,6.298870519032951,6.24267957785307,6.19247158019,6.165075415101549,6.23725325340775,6.36117965117565
Europe & Central Asia (excluding high income),6.62381179603359,6.7053285284126405,6.943507858094679,6.985756612219781,6.9835992707212196,7.30249300809814,7.406983999629331,7.54012287079753,6.881470396790509,7.2278917198209,7.59969995245695,7.53507160495445,7.34128216987557,7.08164748134449,6.84690784774041,6.8770003018167,6.97348857255,7.07331347955603
Europe & Central Asia,7.53652044148042,7.534290522144269,7.73619964741557,7.746554807099099,7.70038825224257,7.83009775141114,7.791653169773901,7.728668295641611,7.102064943975769,7.36862781933412,7.36389549461738,7.29048889234514,7.10863643343444,6.76855016183679,6.694111202079589,6.685154723198839,6.721799839876,6.69010595705676
Ecuador,1.8134430174700704,1.79480829446421,1.7921149634269398,1.86961391957718,1.96371446246409,2.0705039674938703,2.06903006137003,2.08314127798103,2.19501121262897,2.3082897112099703,2.32880266415025,2.36718144300356,2.51027011155773,2.58277544547861,2.5117163053442697,2.3655160754432902,2.2495799314593,2.3138123004790496
"Egypt, Arab Rep.",1.78197086804774,1.7869472109438702,1.8021011202824,1.92376988034297,2.12635588124164,2.20010310422281,2.32935002506132,2.37480294892964,2.4094473210499103,2.3742997386554503,2.38509152293329,2.45781641392308,2.38030460207004,2.39591700795628,2.44422078841638,2.4771546382841203,2.47494390185913,2.5020421422902204
Euro area,8.30785199966936,8.281611083791269,8.4121145484032,8.407040018031111,8.33792738807541,8.25044428415529,8.097066507162971,7.886537039257161,7.27124141616143,7.441198786682731,7.1799906681676395,7.0770635076388295,6.9147210288286605,6.5237115937726795,6.64629518897645,6.617182762113051,6.613176931389719,6.454837566700809
Eritrea,0.2947714699958439,0.274076513295331,0.265285439443408,0.250017556379878,0.212265177225503,0.178191486627586,0.170196293057994,0.146925246393638,0.15064488833047,0.157706965948227,0.180462225989112,0.193839950967723,0.1980829833613339,0.205348482414318,0.194446721299215,0.195465322970907,0.210964653458326,0.231696216140132
Spain,7.21632868721128,7.548593755513611,7.55339626091952,7.817921366239769,8.029202013004559,7.698212588016861,7.842252303352059,7.05399426114393,6.2008570378595,5.8666424257502605,5.87043576026433,5.75694702858302,5.20806018098009,5.184066860004941,5.5179443861482795,5.31429460704187,5.65403956917695,5.5203503997221794
Estonia,11.0149375231879,10.7731902707797,12.2782187463523,12.4178929213607,12.6367847059475,11.7982491962489,14.805919384193098,13.6789595315199,11.210065079823,14.1797630447436,13.5976116416649,12.6862105880716,14.5599724430329,13.5560212849313,11.6845964785044,11.8939952424019,12.3578242942073,12.103085000722402
Ethiopia,0.0645545380358419,0.065153462065359,0.0695574281160353,0.0717946568288141,0.0661459604269021,0.0687992699123402,0.0752407738851992,0.0829753053430935,0.0813056557305241,0.0738247695725838,0.0836477260110525,0.0912355801680249,0.1077728629880969,0.125695422925035,0.127732852055517,0.144300198619813,0.145300852934804,0.149050931014413
European Union,7.95109272430191,7.916832031953289,8.10273105293447,8.084480756120861,8.01066253551292,8.00243854637839,7.88380650384707,7.682107735496791,7.09733195825314,7.281549192713291,7.072379568768881,6.92720467882331,6.7429737169052,6.40022381699849,6.51638883308948,6.5189225301446605,6.55914292168476,6.4240387413347495
Fragile and conflict affected situations,0.905070309467323,0.894082821100241,0.855964175992261,0.857504049122747,0.932185056324152,0.885043708545592,0.854549085916453,0.884775167054263,0.8733360736607858,0.913330586886779,0.9002839014960229,0.936360374755636,0.941897370868164,0.952647594078634,0.8806078496751409,0.8630074978578479,0.858046833682774,0.868444603959167
Finland,11.7752324206131,12.1985971613264,13.755957685899196,12.945251227388802,10.5716708195961,12.7262797867484,12.3092165968325,10.6636072314539,10.1482129836065,11.6587537047727,10.2296246366182,9.126388006141893,9.22784673280171,8.45187193583022,7.81453741205224,8.31801267373246,7.80833860122355,8.042752049895519
Fiji,1.32690684499639,1.1284785043244,1.32340291001595,1.78513787133313,1.55792435790391,1.65485119022454,1.50684358126491,1.1356162374195,1.13631571302054,1.34912585948622,1.28553907517624,1.19066197337772,1.30544984877577,1.5119216755323797,1.73836561397692,1.9944842195033,2.06277209217514,2.1505619758005197
France,6.14204323283934,6.00547532632575,6.054152566444019,6.02743954575417,6.027601800816081,5.8408041976332,5.6690313848080995,5.564428999658389,5.3144144218630895,5.3506589250195,5.10431227537594,5.122311190220549,5.1005561701721795,4.59237682939366,4.666086596508469,4.6866122023909105,4.727575621633751,4.61924120513374
Faroe Islands,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",1.39964542315947,1.30808113840433,1.49669791023554,1.50060024009604,1.50751401516936,1.32860098316473,1.34045690431053,1.15887164530802,1.26249138106846,1.06883283454468,1.16000309334158,1.24394771592062,1.32172730877438,1.30300435575742,1.37758756864978,1.54243977679989,1.52519715416155,1.5980113636363602
Gabon,3.64067637089748,3.36099230775202,3.3258936350426502,3.2722996510531903,3.32961777713854,2.8248903606909503,2.7503030426500694,2.71972120552795,2.6769922080405397,2.9369280840515604,3.34791814696292,3.33204357147062,3.1369182254948904,2.91962898416552,2.81358943158305,2.8437926133109395,2.27623628688714,2.17527220393767
United Kingdom,9.20979383630894,8.930869498290551,9.08804728145118,9.04048907859009,8.9501524191421,8.90169773868215,8.62913806968256,8.3228443641371,7.4686553963492,7.67592642970483,7.0254246009370105,7.33247132682362,7.06490255865771,6.421598191445139,6.14854495774701,5.774741667985411,5.54626594443601,5.39870813789348
Georgia,0.876849261391505,0.743996189533029,0.799648559519158,0.858087153136729,1.08649165438598,1.21123188209714,1.45848952296771,1.25764951023126,1.4733567549868,1.4049190653062902,1.73568545333202,1.92819601842272,2.10884888053479,2.27724044701665,2.46961567411381,2.58886305987517,2.58315173481574,2.53854169098541
Ghana,0.314320105113502,0.366485340388818,0.343609357509296,0.31120242222666,0.3218021212169,0.376691475427226,0.3940960321018,0.3632685889120239,0.411651295524548,0.4499666540406969,0.480941312043349,0.546997678991142,0.5641236665813399,0.527833773133592,0.543283051942276,0.4954015257454129,0.507529429152326,0.541201382411755
Gibraltar,,,,,,,,,,,,,,,,,,
Guinea,0.1865254490808099,0.189842229460556,0.194216972575535,0.198303130198105,0.2019850520084069,0.2041381817798939,0.208023421335996,0.206391015891492,0.21275592179012,0.245286380679753,0.251428463947701,0.233758216272726,0.200131811584896,0.200879385380823,0.2221814792318049,0.2410883768652619,0.24611527343324,0.25132323293185
"Gambia, The",0.227929444807988,0.213635195116584,0.206907253823474,0.2138288460459039,0.220243628319444,0.226209656136188,0.243925344209151,0.254545110129238,0.2758181599825769,0.245371539912748,0.243487783947337,0.2414672811834,0.224065899818099,0.256912299528121,0.2540918374195779,0.246610960507814,0.243913455892317,0.249989912687734
Guinea-Bissau,0.1222389282090769,0.119573934157809,0.155848568180242,0.159879161806848,0.156141839246772,0.159700112225624,0.1629420245192319,0.152045425644258,0.1549948784301039,0.157624804364631,0.159949225717788,0.155765083823422,0.15774219949656,0.165442295204596,0.1611782591251359,0.1683091772261969,0.16410067904861,0.1653947278563139
Equatorial Guinea,4.32193166598592,6.121010711009309,7.514526628511509,10.112295295760198,10.7934737507788,11.6763161987217,9.18842477540082,10.431683508763,10.7144164358704,10.088593107541,9.839278277285253,9.7072220374305,8.686265110385241,7.20858472047354,6.11000577626596,4.60836698401308,4.4611444618417595,5.0956250964501795
Greece,8.89420235364475,8.86074161288612,9.170878297814712,9.11444225135943,9.27888290077084,9.13763086911301,9.44112367383257,9.064040547251038,8.5297429543864,7.8749496126411405,7.61375677527549,7.25123768550344,6.60999592255908,6.385178380584719,6.28506934230783,6.2036172888735495,6.2112500056952,6.08317505028006
Grenada,2.22777551771566,2.31579759928982,2.4037768141303597,2.20420524025837,2.3887328250109903,2.47765347157369,2.66202713366228,2.74993599286913,7.65689545974458,2.73000273000273,2.71571179742663,3.90872203402449,2.9582516732611,2.29568411386593,2.4634362198115,2.5393831112884597,2.6155816512437498,2.69181419303897
Greenland,,,,,,,,,,,,,,,,,,
Guatemala,0.8263442941179201,0.861904464763913,0.848950177256609,0.8476508794910121,0.889692632819834,0.8710900280247299,0.920826915926573,0.8180912286718559,0.84641708433957,0.802962926184845,0.8084555915825591,0.8219488345983229,0.864797688856427,0.9113884751889352,1.04962807257902,1.10313002086849,1.02626785727828,1.11396927255543
Guam,,,,,,,,,,,,,,,,,,
Guyana,2.2007337568403904,2.17511268292093,2.17408225546272,2.23939539006379,1.98349942907381,1.7820415765038502,2.14340160513988,2.1424315258799,2.16659221792173,2.34845148979891,2.4334167964267297,2.64764597796099,2.60773020792039,2.69855679610569,2.67124296192632,2.9946989938589197,2.99270656770096,3.13219265038697
High income,12.0750569257725,11.912453671098302,12.037158667318804,12.0914355936032,12.0545108276866,11.9081518009699,11.9657426624769,11.6305068658084,10.8998449053597,11.283963564686598,11.020482448995,10.8324316234856,10.8523380283936,10.617913695706,10.5196571432781,10.3737599450635,10.2650970839991,10.254533148094
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,
Honduras,0.866421244826651,0.8846534561303531,0.9526727113304592,1.04490582322857,0.942487862284692,1.05183255297313,1.1026417298028302,1.08383019325381,0.999904303637198,0.987079359617537,1.03529556037436,1.05778564957529,1.06154168585549,1.05632477810759,1.08307955400386,1.01393688609627,0.9545004484031,1.01903275747031
